src_ip,dst_ip,flow_duration,flow_packet_size,flow_speed,flow_pkts_speed,flow_pkt_type,packets,label,time
10.67.115.121,10.36.189.82,1,667,9,13,TCP,[],normal,1
10.27.72.42,10.68.251.163,11,64,31,496,TCP,[],normal,1
10.55.205.103,10.56.246.189,3,64,13,208,TCP,[],normal,1
10.79.169.149,10.6.115.151,2,96,5,53,TCP,[],normal,1
10.52.60.197,10.3.215.85,1,192,15,80,TCP,[],normal,1
10.76.84.124,10.79.174.177,3,64,13,208,ICMP,[],normal,1
10.99.31.62,10.7.80.33,5,88,11,128,TCP,[],normal,1
10.65.99.83,10.47.193.130,1,64,7,112,TCP,[],normal,1
10.74.247.196,10.68.132.14,3,64,13,208,ICMP,[],normal,1
10.6.47.124,10.65.40.9,1,64,4,64,UDP,[],normal,1
10.76.175.195,10.26.180.13,1,84,1,12,TCP,[],normal,1
10.21.209.25,10.30.20.197,3,158,12,77,UDP,[],normal,1
10.10.170.187,10.86.133.237,1,353,14,40,TCP,[],normal,1
10.80.205.137,10.24.148.44,1,65,5,78,TCP,[],normal,1
10.91.136.155,10.21.191.146,1,105,14,136,TCP,[],normal,1
10.11.137.235,10.90.190.179,1,309,2,6,TCP,[],normal,1
10.37.231.109,10.99.246.252,1,195,8,42,TCP,[],normal,1
10.20.130.173,10.84.45.190,1,183,5,27,TCP,[],normal,1
10.3.129.252,10.77.130.127,1,64,5,80,ICMP,[],normal,1
10.58.185.31,10.38.214.171,3,154,8,53,TCP,[],normal,1
10.34.101.177,10.76.240.175,1,84,8,97,TCP,[],normal,1
10.83.240.170,10.7.85.168,1,230,5,22,TCP,[],normal,1
10.99.4.132,10.54.141.153,1,64,7,112,TCP,[],normal,1
10.55.5.56,10.36.65.234,1,64,3,48,TCP,[],normal,1
10.6.51.241,10.65.36.91,1,64,4,64,TCP,[],normal,1
10.79.12.113,10.26.126.102,1,64,9,144,TCP,[],normal,1
10.58.154.161,10.55.189.78,2,124,11,90,TCP,[],normal,1
10.27.60.249,10.29.186.72,1,85,5,60,TCP,[],normal,1
10.90.130.174,10.79.203.202,1,153,5,33,TCP,[],normal,1
10.84.37.145,10.56.63.47,1,129,31,246,UDP,[],normal,1
10.63.33.91,10.43.1.164,1,173,15,88,TCP,[],normal,1
10.86.246.59,10.88.119.250,1,111,4,36,UDP,[],normal,1
10.19.47.46,10.64.104.189,1,64,17,272,UDP,[],normal,1
10.45.132.249,10.46.181.160,1,204,17,85,TCP,[],normal,1
10.99.51.23,10.66.227.14,7,64,9,144,TCP,[],normal,1
10.92.13.228,10.0.209.153,4,64,8,128,TCP,[],normal,1
10.2.230.224,10.31.231.175,2,122,25,209,TCP,[],normal,1
10.8.47.161,10.26.246.5,1,73,17,238,TCP,[],normal,1
10.15.166.58,10.37.59.87,1,77,4,53,UDP,[],normal,1
10.90.42.65,10.36.136.133,1,64,10,160,UDP,[],normal,1
10.52.74.83,10.5.129.81,1,191,10,53,TCP,[],normal,1
10.33.242.208,10.37.94.12,1,74,6,83,TCP,[],normal,1
10.25.4.176,10.40.250.204,1,172,3,17,UDP,[],normal,1
10.64.41.41,10.39.86.57,2,89,12,138,TCP,[],normal,1
10.23.146.113,10.78.67.240,3,95,6,64,UDP,[],normal,1
10.90.226.61,10.83.234.150,2,160,14,89,UDP,[],normal,1
10.3.112.74,10.61.207.246,1,83,11,135,TCP,[],normal,1
10.35.159.253,10.28.82.56,2,105,9,87,UDP,[],normal,1
10.43.228.135,10.46.188.4,1,104,6,59,UDP,[],normal,1
10.9.120.74,10.77.197.78,1,130,3,23,TCP,[],normal,1
10.0.127.44,10.6.234.59,9,64,2,32,TCP,[],normal,1
10.43.8.76,10.14.231.202,3,258,21,83,UDP,[],normal,1
10.42.38.181,10.50.18.166,1,64,6,96,TCP,[],normal,1
10.2.86.167,10.53.191.156,3,107,9,86,TCP,[],normal,1
10.72.9.181,10.58.34.119,2,214,4,19,TCP,[],normal,1
10.80.136.244,10.24.186.179,1,86,4,47,TCP,[],normal,1
10.69.199.112,10.14.114.150,1,93,3,33,UDP,[],normal,1
10.44.10.250,10.59.183.61,3,64,4,64,UDP,[],normal,1
10.45.171.163,10.16.86.138,2,99,18,186,TCP,[],normal,1
10.80.166.146,10.7.187.224,4,64,13,208,UDP,[],normal,1
10.66.7.2,10.44.10.247,1,153,9,60,TCP,[],normal,1
10.15.181.92,10.96.209.32,1,90,3,34,TCP,[],normal,1
10.96.4.199,10.68.36.160,1,153,6,40,UDP,[],normal,1
10.84.249.228,10.61.105.231,4,133,14,107,TCP,[],normal,1
10.31.31.186,10.27.69.135,1,296,1,3,ICMP,[],normal,1
10.84.87.13,10.8.103.110,2,141,7,50,UDP,[],normal,1
10.84.59.100,10.58.20.68,1,145,12,84,TCP,[],normal,1
10.65.41.123,10.40.152.255,6,64,12,192,UDP,[],normal,1
10.92.99.6,10.16.171.94,3,92,8,89,TCP,[],normal,1
10.85.190.90,10.57.197.59,1,64,4,64,TCP,[],normal,1
10.13.215.242,10.7.57.102,1,64,17,272,ICMP,[],normal,1
10.54.22.159,10.38.133.149,1,64,5,80,UDP,[],normal,1
10.92.65.7,10.46.87.55,3,133,8,61,UDP,[],normal,1
10.99.17.13,10.45.20.68,1,158,1,6,TCP,[],normal,1
10.14.171.86,10.6.109.10,1,205,6,29,TCP,[],normal,1
10.36.208.249,10.91.0.167,3,105,9,87,UDP,[],normal,1
10.1.174.147,10.43.18.26,1,126,14,113,UDP,[],normal,1
10.97.36.240,10.34.146.70,1,80,5,64,TCP,[],normal,1
10.67.1.66,10.49.90.69,1,105,10,97,UDP,[],normal,1
10.51.57.63,10.86.96.193,1,171,3,17,TCP,[],normal,1
10.42.237.140,10.78.56.172,1,100,7,71,UDP,[],normal,1
10.35.189.130,10.3.90.188,1,206,16,79,TCP,[],normal,1
10.91.67.177,10.42.78.159,7,64,5,80,TCP,[],normal,1
10.90.235.227,10.35.65.127,1,91,1,11,TCP,[],normal,1
10.21.59.141,10.57.184.219,3,124,6,49,ICMP,[],normal,1
10.42.74.42,10.95.24.86,1,68,30,451,UDP,[],normal,1
10.7.8.160,10.31.50.150,1,147,8,55,TCP,[],normal,1
10.24.105.38,10.66.143.67,1,227,3,13,TCP,[],normal,1
10.42.187.219,10.77.66.23,1,64,1,16,UDP,[],normal,1
10.21.10.159,10.68.22.137,1,80,5,64,ICMP,[],normal,1
10.89.189.98,10.67.139.22,1,114,13,116,UDP,[],normal,1
10.61.84.210,10.75.7.157,1,139,12,88,ICMP,[],normal,1
10.24.51.69,10.17.179.179,1,64,3,48,TCP,[],normal,1
10.14.30.224,10.63.69.6,3,64,4,64,TCP,[],normal,1
10.23.104.71,10.94.73.121,1,64,16,256,UDP,[],normal,1
10.73.92.47,10.68.74.124,2,71,9,129,UDP,[],normal,1
10.6.63.94,10.43.135.192,3,98,16,167,TCP,[],normal,1
10.34.144.98,10.20.140.193,1,123,10,83,TCP,[],normal,1
10.44.92.69,10.91.69.17,2,138,2,14,TCP,[],normal,1
10.21.156.47,10.0.234.118,1,130,4,31,ICMP,[],normal,1
10.24.150.213,10.14.18.47,1,261,2,7,TCP,[],normal,1
10.92.41.213,10.69.88.6,1,64,1,16,TCP,[],normal,1
10.3.68.99,10.29.210.7,1,79,8,103,UDP,[],normal,1
10.41.68.10,10.64.129.179,2,157,18,117,TCP,[],normal,1
10.56.116.177,10.35.62.237,4,151,8,54,UDP,[],normal,1
10.51.239.115,10.73.66.236,1,64,26,416,TCP,[],normal,1
10.67.46.245,10.50.152.132,4,88,11,128,UDP,[],normal,1
10.10.159.198,10.55.66.63,1,131,4,31,TCP,[],normal,1
10.51.145.54,10.59.107.0,4,121,7,59,TCP,[],normal,1
10.21.250.221,10.2.200.239,2,64,5,80,TCP,[],normal,1
10.55.237.48,10.9.165.67,1,120,16,136,UDP,[],normal,1
10.14.50.21,10.38.186.78,3,195,7,36,TCP,[],normal,1
10.44.142.7,10.40.6.219,1,293,16,55,TCP,[],normal,1
10.59.74.147,10.89.140.150,1,188,1,5,UDP,[],normal,1
10.34.8.72,10.67.90.105,1,182,6,33,TCP,[],normal,1
10.68.199.29,10.26.98.209,1,87,6,70,ICMP,[],normal,1
10.94.20.121,10.43.106.119,3,226,6,27,UDP,[],normal,1
10.94.177.147,10.82.30.180,1,100,8,81,TCP,[],normal,1
10.45.228.254,10.86.216.6,3,81,5,63,ICMP,[],normal,1
10.16.34.129,10.38.4.167,3,88,20,232,UDP,[],normal,1
10.61.21.156,10.53.40.18,1,72,10,142,TCP,[],normal,1
10.86.143.97,10.39.224.233,1,64,11,176,UDP,[],normal,1
10.4.37.200,10.48.104.91,1,95,3,32,TCP,[],normal,1
10.19.73.68,10.2.62.40,1,64,7,112,UDP,[],normal,1
10.4.105.231,10.52.22.178,2,183,5,27,TCP,[],normal,1
10.7.243.193,10.94.5.196,7,65,13,204,UDP,[],normal,1
10.90.177.255,10.66.42.170,1,213,3,14,UDP,[],normal,1
10.19.34.125,10.34.22.112,2,100,14,143,TCP,[],normal,1
10.89.120.188,10.7.235.75,1,64,6,96,TCP,[],normal,1
10.84.202.129,10.52.79.189,1,218,7,32,TCP,[],normal,1
10.35.163.232,10.32.202.130,1,116,11,97,TCP,[],normal,1
10.26.6.35,10.88.117.145,2,151,19,128,TCP,[],normal,1
10.83.56.5,10.71.82.53,1,64,17,272,TCP,[],normal,1
10.21.56.230,10.50.52.9,3,64,8,128,TCP,[],normal,1
10.65.195.113,10.77.170.128,1,90,2,22,TCP,[],normal,1
10.76.133.89,10.8.71.97,6,96,12,128,TCP,[],normal,1
10.88.156.13,10.68.29.214,2,212,4,19,TCP,[],normal,1
10.4.16.149,10.1.207.114,2,106,17,164,UDP,[],normal,1
10.93.158.167,10.33.5.79,1,148,10,69,UDP,[],normal,1
10.17.245.159,10.28.106.107,1,64,15,240,TCP,[],normal,1
10.26.100.171,10.11.21.75,1,137,10,74,UDP,[],normal,1
10.34.23.186,10.53.135.7,3,64,23,368,TCP,[],normal,1
10.19.115.240,10.67.147.99,2,156,20,131,TCP,[],normal,1
10.91.12.98,10.99.68.235,2,95,23,247,ICMP,[],normal,1
10.85.122.44,10.13.20.48,1,64,10,160,TCP,[],normal,1
10.39.100.207,10.47.229.42,2,116,8,70,ICMP,[],normal,1
10.51.178.39,10.41.164.236,2,191,6,32,ICMP,[],normal,1
10.17.71.215,10.24.49.145,1,216,7,33,TCP,[],normal,1
10.7.56.185,10.19.14.192,3,126,5,40,TCP,[],normal,1
10.95.49.14,10.6.50.56,2,151,9,61,UDP,[],normal,1
10.88.196.206,10.58.48.50,1,64,2,32,UDP,[],normal,1
10.12.170.170,10.95.193.14,1,274,18,67,UDP,[],normal,1
10.52.228.223,10.38.104.128,5,277,3,11,TCP,[],normal,1
10.81.90.223,10.72.159.55,1,68,4,60,UDP,[],normal,1
10.77.5.194,10.96.247.112,3,80,3,38,TCP,[],normal,1
10.44.132.90,10.56.72.165,1,127,13,104,UDP,[],normal,1
10.70.118.31,10.41.26.99,1,64,9,144,TCP,[],normal,1
10.5.48.150,10.96.224.202,2,64,3,48,TCP,[],normal,1
10.43.111.138,10.88.157.196,4,74,10,138,UDP,[],normal,1
10.8.112.195,10.34.34.163,7,88,16,186,UDP,[],normal,1
10.77.44.90,10.22.4.117,1,119,8,68,UDP,[],normal,1
10.25.126.156,10.14.57.235,8,64,4,64,TCP,[],normal,1
10.99.200.113,10.71.158.199,1,93,4,44,TCP,[],normal,1
10.15.236.92,10.29.131.44,1,64,15,240,TCP,[],normal,1
10.17.152.138,10.91.9.118,1,158,13,84,UDP,[],normal,1
10.14.75.10,10.61.240.143,7,282,6,21,TCP,[],normal,1
10.99.143.107,10.94.159.108,1,107,8,76,TCP,[],normal,1
10.99.63.226,10.92.220.100,1,223,19,87,TCP,[],normal,1
10.9.45.164,10.90.30.244,7,109,3,28,TCP,[],normal,1
10.54.73.58,10.26.4.4,1,67,6,91,TCP,[],normal,1
10.57.144.122,10.21.229.1,1,178,9,51,UDP,[],normal,1
10.17.119.140,10.13.129.49,1,75,5,68,ICMP,[],normal,1
10.76.188.78,10.72.227.171,1,224,14,64,TCP,[],normal,1
10.78.197.33,10.93.214.81,2,114,2,17,TCP,[],normal,1
10.47.111.66,10.65.218.62,1,125,5,40,TCP,[],normal,1
10.51.220.168,10.98.138.197,1,113,7,63,TCP,[],normal,1
10.58.223.85,10.53.112.214,2,72,4,56,TCP,[],normal,1
10.91.148.182,10.30.166.92,2,99,16,165,TCP,[],normal,1
10.60.142.177,10.21.224.37,3,133,12,92,TCP,[],normal,1
10.82.131.8,10.5.179.219,1,91,12,135,ICMP,[],normal,1
10.56.43.202,10.18.109.170,1,64,21,336,ICMP,[],normal,1
10.76.113.9,10.10.237.128,1,98,6,62,TCP,[],normal,1
10.46.240.138,10.56.12.124,1,71,7,100,UDP,[],normal,1
10.82.17.234,10.45.118.83,1,76,16,215,ICMP,[],normal,1
10.67.142.219,10.10.92.102,1,80,8,102,UDP,[],normal,1
10.13.97.155,10.12.144.54,3,100,23,235,TCP,[],normal,1
10.70.209.127,10.31.31.186,1,64,14,224,TCP,[],normal,1
10.61.177.167,10.56.102.252,1,64,15,240,ICMP,[],normal,1
10.21.236.238,10.79.222.163,7,64,2,32,TCP,[],normal,1
10.75.155.164,10.42.131.32,1,222,20,92,TCP,[],normal,1
10.63.211.41,10.70.50.141,1,64,11,176,TCP,[],normal,1
10.24.126.126,10.70.143.156,1,64,6,96,UDP,[],normal,1
10.98.22.4,10.25.117.47,1,130,13,102,TCP,[],normal,1
10.46.166.65,10.55.80.159,7,73,3,42,TCP,[],normal,1
10.57.65.190,10.44.197.156,1,83,7,86,UDP,[],normal,1
10.69.146.179,10.14.156.199,1,77,1,13,UDP,[],normal,1
10.3.209.70,10.13.18.16,1,124,2,16,UDP,[],normal,1
10.64.231.107,10.12.105.17,4,154,9,59,UDP,[],normal,1
10.35.134.176,10.67.219.34,1,105,2,19,TCP,[],normal,1
10.78.119.199,10.29.235.9,1,75,3,40,TCP,[],normal,1
10.88.252.222,10.34.94.135,1,95,5,53,TCP,[],normal,1
10.34.37.43,10.82.58.248,4,102,5,50,UDP,[],normal,1
10.94.83.245,10.57.225.149,2,64,10,160,TCP,[],normal,1
10.15.141.166,10.40.2.58,1,177,8,46,UDP,[],normal,1
10.75.152.21,10.28.74.10,4,174,14,82,UDP,[],normal,1
10.58.7.94,10.65.47.180,1,131,7,54,UDP,[],normal,1
10.62.232.191,10.61.106.102,1,101,19,192,TCP,[],normal,1
10.18.31.237,10.94.180.152,2,64,5,80,ICMP,[],normal,1
10.75.217.102,10.38.140.183,3,64,9,144,TCP,[],normal,1
10.13.61.235,10.58.211.209,3,188,7,38,TCP,[],normal,1
10.93.208.56,10.98.185.174,2,115,16,142,TCP,[],normal,1
10.34.181.67,10.24.241.159,1,64,9,144,TCP,[],normal,1
10.21.192.121,10.77.60.73,1,64,25,400,UDP,[],normal,1
10.86.115.36,10.50.128.87,1,187,7,38,ICMP,[],normal,1
10.72.154.115,10.55.255.159,1,64,7,112,TCP,[],normal,1
10.95.78.191,10.5.89.249,1,190,2,10,UDP,[],normal,1
10.63.2.52,10.66.104.187,1,121,4,33,TCP,[],normal,1
10.59.156.232,10.76.95.137,6,177,7,40,TCP,[],normal,1
10.56.173.1,10.32.212.157,2,128,2,16,ICMP,[],normal,1
10.90.79.211,10.93.151.70,1,154,7,46,TCP,[],normal,1
10.37.219.236,10.18.108.55,1,64,5,80,UDP,[],normal,1
10.34.151.47,10.62.147.78,7,80,21,268,TCP,[],normal,1
10.76.116.27,10.15.102.4,1,162,27,170,UDP,[],normal,1
10.4.104.161,10.25.174.59,1,82,13,162,TCP,[],normal,1
10.16.139.11,10.46.125.48,1,71,16,230,UDP,[],normal,1
10.88.179.78,10.6.182.9,1,118,31,269,TCP,[],normal,1
10.87.27.147,10.58.22.125,2,130,7,55,UDP,[],normal,1
10.81.252.249,10.89.72.128,2,64,7,112,TCP,[],normal,1
10.1.54.47,10.2.143.221,1,223,12,55,TCP,[],normal,1
10.67.131.211,10.58.236.255,2,64,15,240,TCP,[],normal,1
10.42.247.49,10.87.237.59,1,69,18,267,TCP,[],normal,1
10.57.85.228,10.16.205.246,4,129,14,111,TCP,[],normal,1
10.68.92.177,10.88.236.170,4,64,6,96,TCP,[],normal,1
10.94.15.251,10.67.20.83,1,189,18,97,UDP,[],normal,1
10.2.98.202,10.3.240.40,1,127,7,56,UDP,[],normal,1
10.92.105.91,10.96.114.167,2,175,14,81,ICMP,[],normal,1
10.15.234.164,10.82.63.185,2,119,4,34,TCP,[],normal,1
10.18.100.70,10.43.10.122,2,110,2,18,TCP,[],normal,1
10.6.106.70,10.50.37.11,1,64,3,48,TCP,[],normal,1
10.78.155.231,10.43.186.79,1,90,9,102,ICMP,[],normal,1
10.86.180.98,10.24.153.12,1,81,3,37,ICMP,[],normal,1
10.45.172.224,10.47.203.171,1,70,17,248,UDP,[],normal,1
10.33.77.49,10.13.133.18,1,83,6,74,TCP,[],normal,1
10.69.124.191,10.3.116.187,4,64,17,272,UDP,[],normal,1
10.53.243.22,10.32.181.81,1,64,11,176,TCP,[],normal,1
10.82.147.210,10.9.128.195,12,64,8,128,ICMP,[],normal,1
10.55.48.64,10.65.201.244,1,64,5,80,ICMP,[],normal,1
10.83.230.140,10.81.111.218,1,64,5,80,TCP,[],normal,1
10.82.166.244,10.14.20.169,2,202,20,101,TCP,[],normal,1
10.28.200.251,10.54.243.82,1,64,13,208,UDP,[],normal,1
10.60.167.29,10.21.175.17,3,250,6,24,TCP,[],normal,1
10.24.177.67,10.86.243.26,2,237,10,43,UDP,[],normal,1
10.15.166.87,10.91.137.249,3,99,7,72,UDP,[],normal,1
10.43.219.82,10.72.57.14,1,295,15,52,TCP,[],normal,1
10.62.203.141,10.5.131.112,1,64,10,160,TCP,[],normal,1
10.24.51.84,10.1.88.66,1,138,7,51,UDP,[],normal,1
10.65.230.139,10.91.132.133,1,69,19,281,UDP,[],normal,1
10.97.69.8,10.38.85.53,1,64,6,96,TCP,[],normal,1
10.43.229.223,10.89.58.115,1,64,10,160,ICMP,[],normal,1
10.21.219.230,10.49.246.184,1,64,13,208,TCP,[],normal,1
10.73.134.102,10.13.248.174,4,64,25,400,ICMP,[],normal,1
10.95.151.53,10.29.58.134,3,114,10,89,TCP,[],normal,1
10.78.255.56,10.22.226.67,1,79,3,38,TCP,[],normal,1
10.54.95.197,10.2.177.93,3,291,3,10,TCP,[],normal,1
10.13.81.189,10.8.50.246,1,133,14,107,UDP,[],normal,1
