src_ip,dst_ip,flow_duration,flow_packet_size,flow_speed,flow_pkts_speed,flow_pkt_type,packets,label,time
10.80.221.250,10.62.250.132,4,64,14,224,TCP,[],normal,27
10.53.123.169,10.37.93.156,1,157,16,104,TCP,[],normal,27
10.51.191.113,10.68.10.192,1,64,8,128,TCP,[],normal,27
10.76.14.135,10.15.4.181,1,259,9,35,TCP,[],normal,27
10.44.115.117,10.47.123.204,1,70,3,43,TCP,[],normal,27
10.73.23.229,10.50.128.111,1,186,44,242,TCP,[],normal,27
10.22.178.13,10.99.127.220,4,64,13,208,TCP,[],normal,27
10.22.248.55,10.20.140.79,3,72,14,199,UDP,[],normal,27
10.41.216.128,10.28.176.215,1,64,12,192,TCP,[],normal,27
10.1.96.95,10.91.190.140,2,242,22,93,TCP,[],normal,27
10.80.156.87,10.3.198.73,2,273,17,63,UDP,[],normal,27
10.58.58.157,10.70.226.168,1,167,6,36,TCP,[],normal,27
10.22.9.172,10.52.165.160,1,108,22,208,TCP,[],normal,27
10.70.12.111,10.84.71.98,1,84,7,85,UDP,[],normal,27
10.12.184.63,10.45.85.214,1,136,19,143,ICMP,[],normal,27
10.60.242.192,10.50.55.161,1,74,11,152,TCP,[],normal,27
10.2.100.50,10.23.176.172,1,64,2,32,TCP,[],normal,27
10.20.107.148,10.71.154.115,2,64,6,96,TCP,[],normal,27
10.95.130.198,10.40.184.28,1,65,1,15,TCP,[],normal,27
10.70.218.109,10.24.232.221,1,237,5,21,TCP,[],normal,27
10.18.75.238,10.66.152.113,2,90,20,227,TCP,[],normal,27
10.85.218.150,10.92.13.159,1,99,7,72,TCP,[],normal,27
10.79.202.7,10.23.50.49,4,64,15,240,UDP,[],normal,27
10.94.22.95,10.75.134.110,1,64,13,208,UDP,[],normal,27
10.38.175.10,10.31.2.153,5,80,3,38,TCP,[],normal,27
10.73.13.80,10.17.226.35,1,391,5,13,TCP,[],normal,27
10.14.175.138,10.31.18.115,1,112,5,45,UDP,[],normal,27
10.99.203.247,10.80.81.224,1,211,7,33,TCP,[],normal,27
10.34.112.27,10.68.4.226,1,171,3,17,UDP,[],normal,27
10.52.150.73,10.33.248.116,1,64,4,64,TCP,[],normal,27
10.68.25.82,10.64.105.253,1,64,21,336,TCP,[],normal,27
10.57.178.117,10.40.16.176,6,223,16,73,ICMP,[],normal,27
10.69.111.255,10.9.1.197,5,64,6,96,UDP,[],normal,27
10.63.123.158,10.68.134.145,4,64,8,128,UDP,[],normal,27
10.69.64.71,10.47.228.192,1,170,12,72,ICMP,[],normal,27
10.95.188.63,10.49.82.231,1,143,19,136,TCP,[],normal,27
10.87.68.210,10.37.134.141,1,64,14,224,UDP,[],normal,27
10.45.89.116,10.63.21.122,1,64,11,176,TCP,[],normal,27
10.7.51.100,10.76.213.34,1,119,12,103,UDP,[],normal,27
10.95.117.117,10.73.143.11,5,64,6,96,UDP,[],normal,27
10.44.155.167,10.69.103.8,1,128,13,104,TCP,[],normal,27
10.77.6.6,10.95.190.145,1,107,10,95,UDP,[],normal,27
10.85.94.221,10.59.133.157,1,188,22,119,ICMP,[],normal,27
10.85.127.104,10.57.136.190,1,64,15,240,UDP,[],normal,27
10.8.3.221,10.88.159.248,1,348,6,17,TCP,[],normal,27
10.14.66.249,10.28.135.55,3,186,10,55,TCP,[],normal,27
10.92.121.12,10.83.218.94,1,105,2,19,TCP,[],normal,27
10.70.185.150,10.62.212.203,5,64,9,144,UDP,[],normal,27
10.18.150.23,10.2.142.73,1,86,5,59,TCP,[],normal,27
10.61.71.249,10.4.121.235,1,80,7,89,UDP,[],normal,27
10.40.49.100,10.61.154.86,1,64,12,192,TCP,[],normal,27
10.64.108.137,10.46.132.171,1,158,20,129,TCP,[],normal,27
10.68.24.56,10.13.139.157,2,72,13,184,TCP,[],normal,27
10.50.2.113,10.87.120.160,1,64,18,288,TCP,[],normal,27
10.1.110.49,10.92.222.232,1,64,8,128,UDP,[],normal,27
10.99.44.142,10.73.19.99,1,320,9,28,TCP,[],normal,27
10.40.178.117,10.89.38.36,2,359,10,28,TCP,[],normal,27
10.18.183.117,10.36.96.73,2,349,31,90,UDP,[],normal,27
10.79.241.127,10.26.226.112,1,64,14,224,TCP,[],normal,27
10.97.95.50,10.14.223.1,3,64,8,128,TCP,[],normal,27
10.8.48.108,10.78.107.81,3,157,1,6,TCP,[],normal,27
10.23.147.224,10.67.160.98,4,116,6,52,TCP,[],normal,27
10.61.37.133,10.53.93.100,2,204,7,35,TCP,[],normal,27
10.18.88.1,10.67.53.4,1,224,7,32,ICMP,[],normal,27
10.66.63.28,10.9.156.173,1,163,16,100,UDP,[],normal,27
10.68.122.90,10.89.142.228,4,64,4,64,TCP,[],normal,27
10.42.233.230,10.21.58.0,1,64,1,16,TCP,[],normal,27
10.25.20.249,10.3.40.135,1,64,13,208,TCP,[],normal,27
10.89.75.131,10.80.249.157,3,467,11,24,TCP,[],normal,27
10.53.14.50,10.19.59.108,2,229,5,22,TCP,[],normal,27
10.17.86.127,10.21.74.11,1,64,3,48,UDP,[],normal,27
10.89.45.114,10.59.160.137,1,190,13,70,UDP,[],normal,27
10.94.95.150,10.56.27.20,1,64,5,80,TCP,[],normal,27
10.15.131.100,10.21.170.1,1,74,9,124,TCP,[],normal,27
10.31.79.111,10.82.231.26,2,86,8,95,TCP,[],normal,27
10.78.21.1,10.32.196.113,2,71,11,158,UDP,[],normal,27
10.20.69.233,10.97.181.210,2,195,9,47,TCP,[],normal,27
10.23.195.173,10.48.48.149,2,86,10,119,TCP,[],normal,27
10.47.119.201,10.96.250.35,1,93,1,11,UDP,[],normal,27
10.37.156.214,10.80.125.238,2,99,11,113,UDP,[],normal,27
10.45.23.113,10.33.236.122,1,108,18,170,UDP,[],normal,27
10.49.180.148,10.82.64.185,1,92,9,100,UDP,[],normal,27
10.5.159.141,10.2.114.80,1,224,3,13,UDP,[],normal,27
10.39.51.129,10.29.84.175,1,67,13,198,UDP,[],normal,27
10.56.147.43,10.14.212.127,6,273,8,30,UDP,[],normal,27
10.9.81.203,10.82.112.223,1,64,8,128,UDP,[],normal,27
10.57.36.189,10.8.41.19,1,64,5,80,TCP,[],normal,27
10.16.209.142,10.46.216.5,2,146,21,147,TCP,[],normal,27
10.34.50.124,10.3.85.5,1,156,7,45,TCP,[],normal,27
10.5.114.113,10.43.32.129,2,64,8,128,ICMP,[],normal,27
10.22.131.30,10.89.245.153,1,130,7,55,TCP,[],normal,27
10.60.99.24,10.14.145.57,2,176,7,40,UDP,[],normal,27
10.60.16.32,10.49.13.7,2,64,6,96,TCP,[],normal,27
